,Unnamed: 0,title,performer,first_week,total_weeks,peak_pos,genre
1072,4215,Cars Bring Me Out,Young Thug Featuring Future,2023-07-08,1,52,Rap/Hip Hop
1073,847,Abracadabra,Young Thug Featuring Travis Scott,2023-07-08,1,97,Pop
1074,19415,Oh U Went,Young Thug Featuring Drake,2023-07-08,15,19,Rap/Hip Hop
1075,19290,Nueva Vida,Peso Pluma,2023-07-08,1,86,Unknown Genre
1076,16932,Luna,Peso Pluma & Junior H,2023-07-08,5,30,Rap/Hip Hop
1077,10304,Hellcat Kenny,Young Thug Featuring Lil Uzi Vert,2023-07-08,1,70,Rap/Hip Hop
1078,20184,Parade On Cleveland,Young Thug Featuring Drake,2023-07-08,1,39,Rap/Hip Hop
1079,29163,Watermelon Moonshine,Lainey Wilson,2023-07-08,20,21,Country
1080,22173,Sabor Fresa,Fuerza Regida,2023-07-08,16,26,Traditional Mexicano
1081,28721,VVS,"Peso Pluma, Edgardo Nunez & Los Dareyes de La Sierra",2023-07-08,1,54,Rap/Hip Hop
1082,9662,Gucci Grocery Bag,Young Thug,2023-07-08,1,100,Rap/Hip Hop
1083,6654,Doomsday.,Juice WRLD & Cordae,2023-07-08,1,58,Rap/Hip Hop
1084,2464,Barbie World,Nicki Minaj & Ice Spice With Aqua,2023-07-08,21,7,Pop
1085,30529,Wit Da Racks,"Young Thug Featuring 21 Savage, Travis Scott & Yak Gotti",2023-07-08,1,56,Rap/Hip Hop
1086,20288,Paybach,Gunna,2023-07-01,1,83,Rap/Hip Hop
1087,8912,Girl In Mine,Parmalee,2023-07-01,9,81,Country
1088,21873,Rodeo Dr,Gunna,2023-07-01,2,42,Rap/Hip Hop
1089,8504,Fukumean,Gunna,2023-07-01,32,4,Rap/Hip Hop
1090,3245,Bluffin,Gucci Mane & Lil Baby,2023-07-01,1,100,Rap/Hip Hop
1091,13181,IDK NoMore,Gunna,2023-07-01,1,76,Rap/Hip Hop
1092,2267,Back To The Moon,Gunna,2023-07-01,2,29,Rap/Hip Hop
1093,1955,Attention,Doja Cat,2023-07-01,3,31,Pop
1094,3414,Bottom,Gunna,2023-07-01,1,62,Country
1095,4595,Classy 101,Feid x Young Miko,2023-07-01,1,99,Rap/Hip Hop
1096,20096,P Angels,Gunna,2023-07-01,1,77,Rap/Hip Hop
1097,2209,Back At It,Gunna,2023-07-01,1,51,Rap/Hip Hop
1098,9129,Go Crazy,Gunna,2023-07-01,1,94,Rap/Hip Hop
1099,3861,Ca$h $hit,Gunna,2023-07-01,1,60,Rap/Hip Hop
1100,28177,Truck Bed,HARDY,2023-06-24,41,27,Country
1101,25443,Take Two,BTS,2023-06-24,1,48,Asian Music
1102,20627,Plebada,El Alfa x Peso Pluma,2023-06-24,2,68,Latin Music
1103,26417,The Hillbillies,Baby Keem & Kendrick Lamar,2023-06-24,1,93,Rap/Hip Hop
1104,5837,Dial Drunk,Noah Kahan,2023-06-24,5,39,Alternative
1105,1470,Am I Dreaming,"Metro Boomin, A$AP Rocky & Roisee",2023-06-17,4,51,Rap/Hip Hop
1106,20311,Peaches & Eggplants,Young Nudy Featuring 21 Savage,2023-06-17,20,33,Rap/Hip Hop
1107,11223,Hummingbird,Metro Boomin & James Blake,2023-06-17,2,90,Rap/Hip Hop
1108,22353,Save Me,Jelly Roll With Lainey Wilson,2023-06-17,37,19,Country
1109,21046,Put It On Da Floor Again,Latto Featuring Cardi B,2023-06-17,16,13,Rap/Hip Hop
1110,14687,Keep It Low,Moneybagg Yo Featuring Future,2023-06-17,1,59,Rap/Hip Hop
1111,1316,All The Way Live,"Metro Boomin, Future & Lil Uzi Vert",2023-06-17,2,61,Rap/Hip Hop
1112,1674,Annihilate,"Metro Boomin, Swae Lee, Lil Wayne & Offset",2023-06-17,4,44,Rap/Hip Hop
1113,3486,Bread & Butter,Gunna,2023-06-17,4,48,Rock
1114,5510,Danger (Spider),Offset & JID,2023-06-17,1,95,Rap/Hip Hop
1115,3942,Calling,"Metro Boomin, Swae Lee & NAV Featuring A Boogie Wit da Hoodie",2023-06-17,6,41,Pop
1116,19355,Ocean Spray,Moneybagg Yo,2023-06-17,2,69,Rap/Hip Hop
1117,22604,Self Love,Metro Boomin & Coi Leray,2023-06-17,4,54,Rap/Hip Hop
1118,3837,"Bzrp Music Sessions, Vol. 55",Bizarrap & Peso Pluma,2023-06-17,10,31,Traditional Mexicano
1119,20730,Popular,"The Weeknd, Playboi Carti & Madonna",2023-06-17,19,43,Films/Games
1120,20331,Pelle Coat,Lil Durk,2023-06-10,2,35,Rap/Hip Hop
1121,2693,Before Fajr,Lil Durk,2023-06-10,1,82,Rap/Hip Hop
1122,2015,B12,Lil Durk,2023-06-10,1,83,Rock
1123,21043,Put Em On Ice,Lil Durk,2023-06-10,1,72,Rap/Hip Hop
1124,3825,Bye,Peso Pluma,2023-06-10,9,48,Dance
1125,5425,Dance The Night,Dua Lipa,2023-06-10,35,6,Pop
1126,9572,Grandson,Lil Durk Featuring Kodak Black,2023-06-10,1,76,Alternative
1127,2906,Big Dawg,Lil Durk & Chief Wuk,2023-06-10,1,67,Rap/Hip Hop
1128,24324,Stand By Me,Lil Durk Featuring Morgan Wallen,2023-06-10,15,22,Unknown Genre
1129,388,300 Urus,Lil Durk,2023-06-10,1,73,Rap/Hip Hop
1130,18629,Never Again,Lil Durk,2023-06-10,1,62,Rock
1131,5205,Cross The Globe,Lil Durk Featuring Juice WRLD,2023-06-10,1,68,Rap/Hip Hop
1132,10697,Hits Different,Taylor Swift,2023-06-10,3,27,Pop
1133,18681,Never Imagined,Lil Durk Featuring Future,2023-06-10,1,59,Rap/Hip Hop
1134,20759,Pound Town 2,Sexyy Red & Tay Keith & Nicki Minaj,2023-06-10,10,66,Rap/Hip Hop
1135,22196,Sad Songs,Lil Durk,2023-06-10,1,74,Pop
1136,14662,Karma,Taylor Swift Featuring Ice Spice,2023-06-10,30,2,Alternative
1137,31164,You Got Em,Lil Durk,2023-06-10,1,86,Rap/Hip Hop
1138,29078,War Bout It,Lil Durk Featuring 21 Savage,2023-06-10,2,41,Rap/Hip Hop
1139,18017,Mourning,Post Malone,2023-06-03,13,36,Pop
1140,22435,Say Yes To Heaven,Lana Del Rey,2023-06-03,3,54,Alternative
1141,2070,Baby Don't Hurt Me,"David Guetta, Anne-Marie & Coi Leray",2023-06-03,14,48,Dance
1142,1515,America Has A Problem,Beyonce Featuring Kendrick Lamar,2023-06-03,5,38,Pop
1143,30941,You,Dan + Shay,2023-06-03,1,87,Pop
1144,25310,TQM,Fuerza Regida,2023-06-03,17,34,Traditional Mexicano
1145,1638,"Angel, Pt. 1","Kodak Black, NLE Choppa, Jimin, JVKE & Muni Long",2023-06-03,2,65,Pop
1146,27793,"To Summer, From Cole (Audio Hug)",Summer Walker & J. Cole,2023-06-03,1,63,R&B
1147,30047,Where She Goes,Bad Bunny,2023-06-03,20,8,Latin Music
1148,7429,Everything She Ain't,Hailey Whitters,2023-05-27,1,94,Country
1149,871,Acrostico,Shakira,2023-05-27,1,84,Pop
1150,3759,Bury Me In Georgia,Kane Brown,2023-05-27,19,34,Country
1151,7516,F**k The Industry Pt. 2,YoungBoy Never Broke Again,2023-05-27,1,87,Rap/Hip Hop
1152,1230,All My Life,Lil Durk Featuring J. Cole,2023-05-27,24,2,Rap/Hip Hop
1153,11879,I Heard,YoungBoy Never Broke Again,2023-05-27,1,98,Films/Games
1154,3012,Bitch Let's Do It,YoungBoy Never Broke Again,2023-05-27,1,62,Rap/Hip Hop
1155,15656,Life Goes On,Ed Sheeran Featuring Luke Combs,2023-05-27,2,66,Asian Music
1156,31649,Your Heart Or Mine,Jon Pardi,2023-05-27,17,47,Country
1157,21431,Religiously,Bailey Zimmerman,2023-05-20,25,13,Country
1158,1847,Area Codes,Kali,2023-05-20,8,33,Rap/Hip Hop
1159,17340,Mathematical Disrespect,Lil Mabu,2023-05-20,4,47,Rap/Hip Hop
1160,29590,What It Is (Block Boy),Doechii Featuring Kodak Black,2023-05-20,29,29,R&B
1161,5323,Curtains,Ed Sheeran,2023-05-20,1,97,Pop
1162,17466,Mejor Que Yo,"Anuel AA, Mambo Kingz & DJ Luian",2023-05-20,1,83,Reggaeton
1163,22796,Shake Sumn,DaBaby,2023-05-20,16,65,Rap/Hip Hop
1164,31582,"You, Me, & Whiskey",Justin Moore & Priscilla Block,2023-05-20,16,37,Pop
1165,9143,Go Hard,Lil Baby,2023-05-20,3,59,Rap/Hip Hop
1166,4897,Common Ground,Jack Harlow,2023-05-13,1,96,Rap/Hip Hop
1167,28878,Waffle House,Jonas Brothers,2023-05-13,11,57,Pop
1168,30790,Wreckage,Nate Smith,2023-05-13,3,69,Country
1169,27306,They Don't Love It,Jack Harlow,2023-05-13,1,54,Rap/Hip Hop
1170,20339,People,Libianca,2023-05-13,8,80,African Music
1171,1392,Alone,Kim Petras Featuring Nicki Minaj,2023-05-06,1,55,Rock
1172,6668,Double Fantasy,The Weeknd Featuring Future,2023-05-06,5,18,R&B
1173,9727,Haegeum,Agust D,2023-05-06,1,58,Asian Music
1174,8338,Fragil,Yahritza y Su Esencia x Grupo Frontera,2023-05-06,16,69,Traditional Mexicano
1175,2951,Big Truck,YoungBoy Never Broke Again,2023-05-06,1,100,Rap/Hip Hop
1176,13851,It Matters To Her,Scotty McCreery,2023-04-29,10,49,Country
1177,20885,Princess Diana,Ice Spice & Nicki Minaj,2023-04-29,20,4,Rap/Hip Hop
1178,22583,See You Again,"Tyler, The Creator Featuring Kali Uchis",2023-04-29,20,44,Rap/Hip Hop
1179,28501,Un x100to,Grupo Frontera X Bad Bunny,2023-04-29,20,5,Cumbia
1180,4331,Chanel,Becky G & Peso Pluma,2023-04-29,10,55,Pop
1181,13451,Igualito A Mi Apa,Fuerza Regida & Peso Pluma,2023-04-29,6,80,Traditional Mexicano
1182,5616,Daylight,David Kushner,2023-04-29,31,33,Pop
1183,4426,Chemical,Post Malone,2023-04-29,20,13,Pop
1184,5836,Di Que Si,Grupo Marca Registrada X Grupo Frontera,2023-04-29,3,89,Traditional Mexicano
1185,20306,Peaches,Jack Black,2023-04-22,5,56,Rap/Hip Hop
1186,7050,El Azul,Junior H x Peso Pluma,2023-04-22,16,55,Latin Music
1187,28868,WTF,YoungBoy Never Broke Again Featuring Nicki Minaj,2023-04-22,1,99,Rap/Hip Hop
1188,4174,Careful,NF & Cordae,2023-04-22,1,85,Rap/Hip Hop
1189,18654,Never Felt So Alone,Labrinth,2023-04-22,5,62,Alternative
1190,22515,Search & Rescue,Drake,2023-04-22,20,2,Rap/Hip Hop
1191,24759,Strike (Holster),Lil Yachty,2023-04-22,4,71,Rap/Hip Hop
1192,9849,Happy,NF,2023-04-22,6,54,Pop
1193,7864,Fight The Feeling,Rod Wave,2023-04-15,20,16,Rap/Hip Hop
1194,28837,Void,Melanie Martinez,2023-04-15,1,61,Rap/Hip Hop
1195,11949,I Know,Kanii,2023-04-15,2,90,Rap/Hip Hop
1196,18573,Need A Favor,Jelly Roll,2023-04-15,47,13,Country
1197,24092,Sorry Not Sorry,"Tyler, The Creator",2023-04-15,2,48,Pop
1198,28865,WHARF TALK,"Tyler, The Creator Featuring A$AP Rocky",2023-04-15,1,89,Rap/Hip Hop
1199,10970,Hot Boy,Nardo Wick Featuring Lil Baby,2023-04-15,1,99,Rap/Hip Hop
1200,4296,Ch y La Pizza,Fuerza Regida X Natanael Cano,2023-04-08,9,68,Banda/Grupero
1201,6474,Don't Play With It,Lola Brooke X Latto X Yung Miami Or Featuring Billy B,2023-04-08,4,69,Rap/Hip Hop
1202,17493,Memory Lane,Old Dominion,2023-04-08,20,27,Country
1203,7704,Fast Car,Luke Combs,2023-04-08,56,2,Country
1204,2769,Beso,Rosalia & Rauw Alejandro,2023-04-08,12,52,Rap/Hip Hop
1205,7502,Eyes Closed,Ed Sheeran,2023-04-08,20,19,Alternative
1206,26516,The Light,Juice WRLD,2023-04-08,1,86,Rock
1207,6211,Dogtooth,"Tyler, The Creator",2023-04-08,4,33,Rap/Hip Hop
1208,15750,Like Crazy,Jimin,2023-04-08,5,1,Asian Music
1209,7058,El Gordo Trae El Mando,Chino Pacas,2023-04-01,13,58,Traditional Mexicano
1210,5685,Death,Melanie Martinez,2023-04-01,2,95,Rock
1211,5311,Cupid,Fifty Fifty,2023-04-01,25,17,Alternative
1212,7101,Ella Baila Sola,Eslabon Armado X Peso Pluma,2023-04-01,23,4,Traditional Mexicano
1213,22671,"Set Me Free, Pt. 2",Jimin,2023-04-01,1,30,Asian Music
1214,4677,Coco Chanel,Eladio Carrion & Bad Bunny,2023-04-01,2,87,Rap/Hip Hop
1215,7008,Eat Your Young,Hozier,2023-04-01,2,67,Alternative
1216,436,5 Leaf Clover,Luke Combs,2023-04-01,7,33,Country
1217,13176,ICU,Coco Jones,2023-04-01,20,62,R&B
1218,14983,La Bebe,Yng Lvcas x Peso Pluma,2023-04-01,23,11,Rap/Hip Hop
1219,18543,Nasty,Russ,2023-04-01,3,75,R&B
1220,1255,All Of The Girls You Loved Before,Taylor Swift,2023-04-01,6,12,Pop
1221,17894,Moonlight,Kali Uchis,2023-04-01,11,80,R&B
1222,21709,River,Miley Cyrus,2023-03-25,4,32,Alternative
1223,14181,Jaded,Miley Cyrus,2023-03-25,15,56,Pop
1224,21949,Rose Colored Lenses,Miley Cyrus,2023-03-25,1,91,Pop
1225,27553,Thousand Miles,Miley Cyrus Featuring Brandi Carlile,2023-03-25,1,68,Pop
1226,20733,Por Las Noches,Peso Pluma,2023-03-25,20,28,Traditional Mexicano
1227,5815,Devil Don't Know,Morgan Wallen,2023-03-18,3,29,Country
1228,3395,Born With A Beer In My Hand,Morgan Wallen,2023-03-18,3,32,Country
1229,19552,On The Street,j-hope With J. Cole,2023-03-18,1,60,Asian Music
1230,17215,Man Made A Bar,Morgan Wallen Featuring Eric Church,2023-03-18,30,15,Country
1231,20018,Outlook,Morgan Wallen,2023-03-18,1,76,Country
1232,30474,Wine Into Water,Morgan Wallen,2023-03-18,2,59,Country
1233,6934,Dying Man,Morgan Wallen,2023-03-18,4,43,Country
1234,308,180 (Lifestyle),Morgan Wallen,2023-03-18,2,63,Country
1235,15,'98 Braves,Morgan Wallen,2023-03-18,7,27,Country
1236,10950,Hope That's True,Morgan Wallen,2023-03-18,2,41,Country
1237,9328,Good Girl Gone Missin',Morgan Wallen,2023-03-18,1,69,Country
1238,9726,Had It,Morgan Wallen,2023-03-18,1,75,Country
1239,21382,Red Ruby Da Sleeze,Nicki Minaj,2023-03-18,12,13,Rap/Hip Hop
1240,27365,Thinkin' Bout Me,Morgan Wallen,2023-03-18,55,7,Country
1241,14754,Keith Whitley,Morgan Wallen,2023-03-18,2,44,Country
1242,5097,Cowgirls,Morgan Wallen Featuring ERNEST,2023-03-18,49,12,Country
1243,23361,Single Than She Was,Morgan Wallen,2023-03-18,2,56,Country
1244,30103,Whiskey Friends,Morgan Wallen,2023-03-18,4,35,Country
1245,24991,Sunrise,Morgan Wallen,2023-03-18,11,30,Singer & Songwriter
1246,11559,I Deserve A Drink,Morgan Wallen,2023-03-18,2,52,Country
1247,1057,Ain't That Some,Morgan Wallen,2023-03-18,20,11,Country
1248,13558,In The Bible,Morgan Wallen Featuring HARDY,2023-03-18,2,47,Rap/Hip Hop
1249,17417,Me To Me,Morgan Wallen,2023-03-18,1,71,Rock
1250,17381,Me + All Your Reasons,Morgan Wallen,2023-03-18,3,51,Country
1251,25763,Tennessee Numbers,Morgan Wallen,2023-03-18,2,38,Country
1252,15124,Last Drive Down Main,Morgan Wallen,2023-03-18,1,65,Country
1253,18614,Neon Star (Country Boy Lullaby),Morgan Wallen,2023-03-18,3,48,Country
1254,7529,F150-50,Morgan Wallen,2023-03-18,2,53,Country
1255,17836,Money On Me,Morgan Wallen,2023-03-18,1,72,Rap/Hip Hop
1256,18991,No More Talk,Yeat,2023-03-11,1,77,Rap/Hip Hop
1257,24268,Split,Yeat,2023-03-11,1,79,Rap/Hip Hop
1258,17230,Manana Sera Bonito,Karol G & Carla Morrison,2023-03-11,1,98,Rap/Hip Hop
1259,3866,Cairo,Karol G & Ovy On The Drums,2023-03-11,1,82,Rap/Hip Hop
1260,5902,Die 4 Me,Halsey,2023-03-11,1,100,Alternative
1261,5911,Die For You,The Weeknd & Ariana Grande,2023-03-11,52,1,R&B
1262,9664,Gucci Los Panos,Karol G,2023-03-11,1,71,Rap/Hip Hop
1263,17617,Mientras Me Curo del Cora,Karol G,2023-03-11,1,68,Rap/Hip Hop
1264,25309,TQG,Karol G x Shakira,2023-03-11,20,7,Rap/Hip Hop
1265,5955,Dirt,Key Glock,2023-03-11,1,88,Rock
1266,14651,Kant Nobody,Lil Wayne Featuring DMX,2023-03-11,1,66,Rap/Hip Hop
1267,23077,Shmunk,Yeat Featuring YoungBoy Never Broke Again,2023-03-11,1,83,Rap/Hip Hop
1268,19445,Ojos Ferrari,"Karol G, Justin Quiles & Angel Dior",2023-03-11,1,95,Rap/Hip Hop
1269,20902,Private Landing,Don Toliver Featuring Justin Bieber & Future,2023-03-11,7,72,Rap/Hip Hop
1270,28355,Tus Gafitas,Karol G,2023-03-11,1,73,Rap/Hip Hop
1271,14322,Joe,Luke Combs,2023-03-11,1,89,Rap/Hip Hop
1272,20393,Pero Tu,Karol G & Quevedo,2023-03-11,1,86,Rap/Hip Hop
1273,2807,Besties,Karol G,2023-03-11,1,96,Rap/Hip Hop
1274,16365,Lottery,Latto Featuring LU KALA,2023-03-04,1,83,Rap/Hip Hop
1275,9241,Gold,Dierks Bentley,2023-03-04,9,68,Rap/Hip Hop
1276,29134,Watch This (ARIZONATEARS Pluggnb Remix),Lil Uzi Vert,2023-03-04,6,56,Rap/Hip Hop
1277,28220,Trustfall,P!nk,2023-03-04,4,82,Pop
1278,7729,Favorite Song,Toosii,2023-03-04,27,5,Rap/Hip Hop
1279,10944,Hope,NF,2023-03-04,2,49,Pop
1280,19078,No Time Wasted,Polo G & Future,2023-03-04,1,69,Rap/Hip Hop
1281,23542,Slut Me Out,NLE Choppa,2023-03-04,14,28,Rap/Hip Hop
1282,4273,Ceilings,Lizzy McAlpine,2023-03-04,13,54,Alternative
1283,10245,Heaven,Niall Horan,2023-03-04,7,62,Pop
1284,16763,Love You Anyway,Luke Combs,2023-02-25,33,15,Country
1285,20138,Painting Pictures,Superstar Pride,2023-02-25,15,25,Rap/Hip Hop
1286,7996,Fix'n To Break,Bailey Zimmerman,2023-02-25,1,84,Country
1287,24212,Special,Lizzo Featuring SZA,2023-02-25,10,52,Rap/Hip Hop
1288,16327,Lost,Linkin Park,2023-02-25,2,38,Pop
1289,3445,"Boy's A Liar, Pt. 2",PinkPantheress & Ice Spice,2023-02-18,22,3,Pop
1290,29133,Watch The World Burn,Falling In Reverse,2023-02-18,1,83,Rock
1291,13516,In Ha Mood,Ice Spice,2023-02-18,16,58,Rap/Hip Hop
1292,30820,X Si Volvemos,Karol G x Romeo Santos,2023-02-18,6,48,Rap/Hip Hop
1293,20114,PRC,Peso Pluma X Natanael Cano,2023-02-18,20,33,Unknown Genre
1294,30845,Yandel 150,Yandel & Feid,2023-02-18,17,71,Reggaeton
1295,9651,Growin' Up And Gettin' Old,Luke Combs,2023-02-11,5,54,Country
1296,7874,Fin de Semana,Junior H X Oscar Maydon,2023-02-11,2,86,Latin Music
1297,10528,Hey Mor,Ozuna Featuring Feid,2023-02-11,4,85,Reggaeton
1298,16388,Love Again,The Kid LAROI,2023-02-11,12,40,Pop
1299,26072,The Black Seminole.,Lil Yachty,2023-02-11,1,80,Alternative
1300,18673,Never Gonna Not Dance Again,P!nk,2023-02-11,2,99,Pop
1301,12599,I Wrote The Book,Morgan Wallen,2023-02-11,19,18,Country
1302,12990,I'm Not Here To Make Friends,Sam Smith,2023-02-11,2,71,Pop
1303,5462,Dancin' In The Country,Tyler Hubbard,2023-02-11,23,23,Country
1304,5587,Dawns,Zach Bryan Featuring Maggie Rogers,2023-02-11,20,42,Country
1305,15140,Last Night,Morgan Wallen,2023-02-11,60,1,Country
1306,7416,Everything I Love,Morgan Wallen,2023-02-11,42,14,Country
1307,8621,Gangsta Boo,Ice Spice & Lil Tjay,2023-02-04,1,82,Rap/Hip Hop
1308,14899,Knight Crawler,Trippie Redd & Juice WRLD,2023-02-04,2,52,Rap/Hip Hop
1309,17905,Moonlight Sunrise,TWICE,2023-02-04,1,84,Pop
1310,8512,Fully Loaded,"Trippie Redd, Future & Lil Baby",2023-02-04,1,86,Rap/Hip Hop
1311,823,AMG,"Gabito Ballesteros, Peso Pluma & Natanael Cano",2023-02-04,20,37,Rap/Hip Hop
1312,2215,Back End,Finesse2Tymes,2023-02-04,5,86,Rap/Hip Hop
1313,18803,Next Thing You Know,Jordan Davis,2023-02-04,31,23,Country
1314,294,10:35,Tiesto Featuring Tate McRae,2023-02-04,9,69,Dance
1315,21347,Red,HARDY Featuring Morgan Wallen,2023-02-04,1,64,Alternative
1316,24262,Spit In My Face!,ThxSoMch,2023-02-04,1,100,Alternative
1317,14950,Krzy Train,Trippie Redd & Travis Scott,2023-02-04,1,90,Rap/Hip Hop
1318,12550,I Wish You Roses,Kali Uchis,2023-02-04,2,81,R&B
1319,6038,Do It Again,NLE Choppa & 2Rare,2023-02-04,5,85,Rock
1320,19328,OMG,NewJeans,2023-01-28,6,74,R&B
1321,28777,Vibe,TAEYANG Featuring Jimin,2023-01-28,1,76,Rap/Hip Hop
1322,3836,"Bzrp Music Sessions, Vol. 53",Bizarrap & Shakira,2023-01-28,15,9,Pop
1323,11206,Human,Cody Johnson,2023-01-28,19,61,Alternative
1324,8047,Flowers,Miley Cyrus,2023-01-28,55,1,Pop
1325,10160,Heart To Heart,Mac DeMarco,2023-01-28,4,83,Alternative
1326,19139,Nonsense,Sabrina Carpenter,2023-01-28,19,56,Pop
1327,14827,King Snipe,Gucci Mane & Kodak Black,2023-01-28,1,100,Rap/Hip Hop
1328,19567,On Wat U On,Moneybagg Yo x GloRilla,2023-01-28,1,56,Rap/Hip Hop
1329,6007,Ditto,NewJeans,2023-01-21,5,82,Asian Music
1330,25952,That's What Tequila Does,Jason Aldean,2023-01-21,8,77,Country
1331,3029,Black,YoungBoy Never Broke Again,2023-01-21,1,93,Rock
1332,31109,You Didn't,Brett Young,2023-01-21,12,63,Films/Games
1333,26177,The Color Violet,Tory Lanez,2023-01-14,9,63,R&B
1334,23202,Shut Up My Moms Calling,Hotel Ugly,2023-01-14,8,68,R&B
1335,20556,Players,Coi Leray,2023-01-14,26,9,Rap/Hip Hop
1336,9781,Handle On You,Parker McCollum,2023-01-14,20,30,Country
1337,3159,Bloody Mary,Lady Gaga,2023-01-14,18,41,Pop
1338,10449,Here With Me,d4vd,2023-01-14,10,60,Alternative
1339,203,(There's No Place Like) Home For The Holidays (1959),Perry Como With Mitchell Ayers And His Orchestra,2023-01-07,13,41,Classical
1340,21084,Que Vuelvas,Carin Leon X Grupo Frontera,2023-01-07,20,50,Banda/Grupero
1341,2639,Bebe Dame,Fuerza Regida X Grupo Frontera,2023-01-07,20,25,Banda/Grupero
1342,8640,Gato de Noche,Nengo Flow & Bad Bunny,2023-01-07,8,60,Reggaeton
1343,15815,Linus And Lucy (Peanuts Theme),Vince Guaraldi Trio,2022-12-31,2,49,Films/Games
1344,7543,Face 2 Face,Juice WRLD,2022-12-31,1,92,R&B
1345,14779,Kid On Christmas,Pentatonix Featuring Meghan Trainor,2022-12-31,2,93,Pop
1346,4914,Conceited,SZA,2022-12-24,2,58,Pop
1347,3133,Blind,SZA,2022-12-24,11,12,R&B
1348,29149,Water (Drowning Pt. 2),A Boogie Wit da Hoodie Featuring Kodak Black,2022-12-24,1,97,Rap/Hip Hop
1349,23643,Snooze,SZA,2022-12-24,70,2,R&B
1350,7530,F2F,SZA,2022-12-24,2,55,R&B
1351,7682,Far,SZA,2022-12-24,2,61,Dance
1352,27930,Too Late,SZA,2022-12-24,1,62,R&B
1353,9271,Gone Girl,SZA,2022-12-24,5,43,R&B
1354,8854,Ghost In The Machine,SZA Featuring Phoebe Bridgers,2022-12-24,9,40,R&B
1355,23606,Smoking On My Ex Pack,SZA,2022-12-24,2,52,R&B
1356,24213,Special,SZA,2022-12-24,6,37,Rap/Hip Hop
1357,22169,SOS,SZA,2022-12-24,5,32,Rap/Hip Hop
1358,19104,Nobody Gets Me,SZA,2022-12-24,17,10,R&B
1359,8304,Forgiveless,SZA Featuring Ol' Dirty Bastard,2022-12-24,1,76,R&B
1360,19898,Open Arms,SZA Featuring Travis Scott,2022-12-24,7,54,R&B
1361,22594,Seek & Destroy,SZA,2022-12-24,7,24,Rock
1362,16549,Love Language,SZA,2022-12-24,10,21,R&B
1363,28708,Used,SZA Featuring Don Toliver,2022-12-24,6,30,R&B
1364,16880,Low,SZA,2022-12-24,16,17,Rap/Hip Hop
1365,14788,Kill Bill,SZA,2022-12-24,52,1,R&B
1366,19252,Notice Me,SZA,2022-12-24,3,44,Rap/Hip Hop
1367,11472,I Can't Save You (Interlude),Metro Boomin & Future Featuring Don Toliver,2022-12-17,1,55,Rap/Hip Hop
1368,21183,Raindrops (Insane),Metro Boomin & Travis Scott,2022-12-17,2,31,Rap/Hip Hop
1369,19563,On Time,Metro Boomin & John Legend,2022-12-17,2,48,Rap/Hip Hop
1370,19763,One Thing At A Time,Morgan Wallen,2022-12-17,30,10,Country
1371,3188,Blue Christmas,Kane Brown,2022-12-17,4,73,Country
1372,5635,Days That End In Why,Morgan Wallen,2022-12-17,2,57,Country
1373,7213,Escapism,RAYE Featuring 070 Shake,2022-12-17,23,22,Pop
1374,30381,Wild Flower,RM With Youjeen,2022-12-17,1,83,Alternative
1375,16066,Lock On Me,"Metro Boomin, Travis Scott & Future",2022-12-17,1,72,Rap/Hip Hop
1376,17547,Metro Spider,Metro Boomin & Young Thug,2022-12-17,2,43,Rap/Hip Hop
1377,25035,Superhero (Heroes & Villains),"Metro Boomin, Future & Chris Brown",2022-12-17,24,8,Rap/Hip Hop
1378,27945,Too Many Nights,Metro Boomin Featuring Don Toliver & Future,2022-12-17,13,22,Rap/Hip Hop
1379,28109,Trance,"Metro Boomin, Travis Scott & Young Thug",2022-12-17,19,42,Rap/Hip Hop
1380,28955,Walk Em Down (Don't Kill Civilians),Metro Boomin & 21 Savage Featuring Mustafa,2022-12-17,1,52,Rap/Hip Hop
1381,7774,Feel The Fiyaaaah,Metro Boomin & A$AP Rocky Featuring Takeoff,2022-12-17,1,59,Rap/Hip Hop
1382,15002,La Jumpa,Arcangel & Bad Bunny,2022-12-17,10,68,Latin Music
1383,28492,Umbrella,"Metro Boomin, 21 Savage & Young Nudy",2022-12-17,2,23,Pop
1384,18812,Niagara Falls (Foot Or 2),"Metro Boomin, Travis Scott & 21 Savage",2022-12-17,6,27,Rap/Hip Hop
1385,1861,Around Me,Metro Boomin Featuring Don Toliver,2022-12-17,2,53,Rap/Hip Hop
1386,25761,Tennessee Fan,Morgan Wallen,2022-12-17,7,49,Country
1387,1302,All The Money,Metro Boomin & Gunna,2022-12-17,1,66,Rap/Hip Hop
1388,22293,"Santa, Can't You Hear Me",Kelly Clarkson & Ariana Grande,2022-12-17,4,76,Unknown Genre
1389,28787,Victoria's Secret,Jax,2022-12-17,25,40,Pop
1390,5178,Creepin',"Metro Boomin, The Weeknd & 21 Savage",2022-12-17,47,3,Rap/Hip Hop
1391,15116,Last Christmas,Lauren Spencer-Smith,2022-12-10,5,72,Pop
1392,23895,Someday At Christmas,Lizzo,2022-12-10,5,59,Unknown Genre
1393,6702,Down In Atlanta,Pharrell Williams & Travis Scott,2022-12-03,1,88,Rap/Hip Hop
1394,9484,Got It Right,Rod Wave,2022-12-03,1,95,Rap/Hip Hop
1395,3507,Break My Heart,Rod Wave,2022-11-26,2,76,Pop
